frn,provider_id,holding_company
0018587451,410172,"Tri-County Telephone Association, Inc. (KS)"
0018587469,410172,"Tri-County Telephone Association, Inc. (KS)"
0018589432,300172,Wireless Internet Corporation
0018590729,360009,"Mainstream Fiber Networks, LLC"
0018590885,210084,"BridgeConnex, LLC"
0018591420,260025,Broadband on Demand LLC
0018591826,150339,"Worldnet Telecommunications, Inc."
0018592253,131394,Evertek Enterprises
0018594515,160116,"ECSIS.NET, LLC"
0018595660,190080,City of Bellevue
0018600445,190093,Cloud Alliance LLC
0018602458,190009,"Access One, Inc."
0018602995,130287,Clarksville Mutual Telephone Company
0018603084,130437,"Eastern Indiana WIFI, Inc."
0018603860,210046,"JCMM Ventures, LLC"
0018603969,131408,VAL-ED Joint Venture L.L.P.
0018604926,130581,H&B Enterprises Inc.
0018607911,290108,Tnet Broadband Internet
0018610774,320088,"Stratosnet Technologies, Inc."
0018614362,260019,"G5 Internet, LLC"
0018617688,130557,"Grafton Communications, Inc."
0018618207,300159,"Texas CellNet, Inc."
0018624494,190159,"Florida Phone Systems, Inc."
0018626853,130228,"Lumen Technologies, Inc."
0018654335,270051,"Impulse Internet Services, LLC"
0018675256,130817,"Micrologic, Inc."
0018678110,450172,Wave Internet Technologies LLC
0018683326,310082,WaveLinc Communications LLC
0018691113,210079,"Tidal Communications, LLC"
0018695403,390049,"Hemisphere Communications, Inc."
0018699355,270073,Sky Valley Network LLC
0018706002,130663,"Inventive Wireless of Nebraska, LLC"
0018710160,131129,"CommunityTel, Inc."
0018713800,350051,"iGo Technology, Inc."
0018713982,140030,Fail Telecommunication Corporation
0018714014,140030,Fail Telecommunication Corporation
0018714071,140012,Axiom Technologies
0018735928,131173,Sebastian Enterprises
0018737684,430115,"Converged Networks, LLC"
0018760876,130256,"Circle Telephone & Electric, LLC"
0018779009,350032,CVIN LLC
0018782045,370063,ISP Management Inc.
0018795013,300181,"BEH Communications, LLC"
0018795427,360105,"NMsurf, Inc."
0018800490,330038,"Iprot, Inc."
0018809327,480020,"City of Sylvester, Georgia"
0018814731,310027,"Conifer Communications, Inc."
0018835330,410171,"Lightspeed CLEC, Inc."
0018854935,190508,"Atlantech Online, Inc."
0018861252,350110,"Velocity Communications, Inc."
0018875393,270040,"Fastmetrics, Inc."
0018875559,220000,Ideacom Solutions Group LLC
0018879585,131413,"Windstream Holdings, Inc."
0018928994,130697,Kingdom Telephone Company
0018930487,220065,The Flat Planet Phone Company Inc.
0018932350,190429,Barbourville Utility Commission
0018932590,410000,2Talk LLC
0018940627,190501,4 SIWI LLC
0018941567,510023,"Gracetel, Inc."
0018974584,240017,Chaparral Holding Corporation
0018976985,470102,M3 Wireless
0018998724,250076,Telnyx LLC
0018998831,410151,"TurboNet Technologies, Inc."
0018998963,350083,"RunCentral, LLC"
0019000462,400000,"JMF Solutions, Inc."
0019012335,330042,Kelly Supply Company
0019015189,300031,City of Monticello
0019019785,350100,Telecom West Inc.
0019023977,350105,"Triad Wireless, LLC"
0019027440,130370,Altice USA
0019051663,440145,"IP Solutions, Inc."
0019058684,200050,"ipSBS Managed Services, LLC"
0019060706,200006,"Blip Networks, LLC"
0019064617,130831,Midvale Telephone Exchange
0019066034,200014,Cogent Communications Group
0019066281,190044,"BCN Telecom, Inc."
0019079334,410184,"SP Broadband, Inc."
0019090117,310036,E.L. Automation Inc.
0019111681,210068,Semperon Corporation
0019123587,200053,E Street Communications
0019156843,410073,North Coast Wireless Communications
0019169630,480094,Trifecta Solutions Inc.
0019171842,290079,"Portative Technologies, LLC"
0019189331,420095,"Peace Communications, LLC"
0019219088,300015,City of Bagley
0019225366,130814,"MGW Communications, Inc."
0019238476,430160,South Georgia Governmental Services Authority
0019257575,450008,"A3 Communications, Inc."
0019297043,240041,Google LLC
0019297274,290099,"Taos Net, LLC"
0019297373,230012,"Dymin Systems, Inc."
0019368158,360061,"One Ring Networks, Inc."
0019402494,460515,Bitwise Inc.
0019423730,131030,"Peoples Telecommunications, LLC"
0019440262,420063,"Internet Protocol Communications, Inc."
0019449925,350093,SOS Communications LLC
0019472653,320057,iWiSP LLC
0019475797,320082,SkyNet Communications of Kentucky LLC
0019479385,260028,"Login, LLC"
0019482124,220015,"CellTex Networks, LLC"
0019489673,131518,"Yelcot Holding Group, Inc."
0019491562,131378,Otelco Inc.
0019496462,290018,Pocomoke Holdings
0019512201,400139,Tongue River Communications
0019525336,131051,Plant Telephone Company
0019556604,410169,Inyo Networks Inc.
0019572593,210070,"IP Living, Inc."
0019587757,250000,Big Inc.
0019598200,380029,"Communications Technologies, Inc."
0019599901,210001,3 Rooms Communications LLC
0019606276,220031,"IsoFusion, Inc."
0019615400,350001,"Engineered Communication Systems, Inc."
0019621796,230027,Meriplex Telecom LLC
0019623834,370101,"Integrated Business Networks, LLC"
0019629583,370023,Central Park Systems Corporation
0019632363,250032,"Crexendo, Inc."
0019640010,470144,Ashby Communications Inc.
0019645746,480062,"Netwitz Internet Services, Inc."
0019648245,220048,"Netwurx, LLC"
0019653401,130079,"Radiate Holdings, LP"
0019653443,130079,"Radiate Holdings, LP"
0019653450,130079,"Radiate Holdings, LP"
0019653476,130079,"Radiate Holdings, LP"
0019663095,220052,"QCOL, Inc."
0019674191,220078,Crystal Broadband Networks
0019679562,130880,"Myakka Communications, Inc."
0019696202,440128,Connecting Point Computer Center
0019703131,300049,Eastern Shore of Virginia Broadband Authority
0019707637,220028,Full Service Network LP
0019720747,280064,"Votacall, Inc."
0019722230,300168,VVD Funding LLC
0019756907,440198,Summit Digital
0019766914,250081,"Urban Communications, Inc."
0019792696,340096,"Mechcom Communications, Inc."
0019834688,130176,"Bulloch County Rural Telephone Cooperative, Inc."
0019850155,400023,"Hudson Technology Solutions, Inc."
0019908896,470039,"Internet Management Services, Inc."
0019933795,250036,Cytracom Holdings LLC
0019941988,230002,"Barry Communications, Inc."
0019954775,310053,New Source Broadband I LLC
0019964311,290058,JMZ Corporation
0019974385,330074,SyncWave LLC
0019980697,390158,"AxiaTP Holdings, LLC"
0020056446,260070,Warm Springs Telecommunications Company
0020070504,270096,"Velocity Broadband Internet, Inc."
0020088050,130906,"Nuvera Communications, Inc."
0020089553,220058,Rocky Ridge Wireless
0020090627,400056,"WON Communications, LLC"
0020133807,131148,Saddleback Communications Inc.
0020136552,370015,Bay Country Communications
0020143921,360118,"Good Connections, LLC"
0020146924,440089,"Systemseven Services, LLC"
0020152872,350014,"Bays-ET Highspeed, LLC"
0020153037,450035,"Communications, Inc."
0020155164,240046,"Hughes Computer Services, Inc."
0020176699,300057,"Fatbeam Holdings, LLC"
0020198065,130919,Wittenberg Telephone Company
0020198149,130906,"Nuvera Communications, Inc."
0020199584,130074,"Arvig Enterprises, Inc."
0020201364,310096,"VGI Technology, Inc."
0020208500,380095,"On-Ramp Indiana, Inc."
0020249835,510063,"Telco Wiring & Repair, Inc."
0020260865,260007,City of Burbank/Burbank Water and Power
0020275210,450036,"Complete Computer Services, LLC"
0020298048,131497,"Wired or Wireless, Inc."
0020301057,370042,Granade Inc.
0020301743,240038,Frank Howard TV Cable Inc.
0020305868,340076,"Ultimate Internet Access, Inc."
0020306171,380062,"JORP, LLC"
0020316063,270084,TC LLC
0020317855,460002,AirLink Internet Services
0020320347,310026,"Sinch US Holding, Inc."
0020338323,130124,"Big River Telephone, LLC"
0020372884,370082,Pacific Lightwave Inc.
0020374575,130116,Benton Ridge Telephone Company
0020383865,380011,"Limelight Capital, LLC"
0020389763,240044,Highland Communication Services
0020404877,430077,Stanfield Technologies LLC
0020407193,320062,Mojavewifi.com LLC
0020409892,330054,Nez Perce Tribe
0020419446,270061,Maxwire Inc.
0020419545,230042,"S-Net Communications, Inc."
0020434767,131302,"Telapex, Inc."
0020444741,130081,"ATN International, Inc."
0020449831,130254,Cincinnati Bell Inc.
0020465621,290063,Luksa Enterprises LLC
0020507190,370075,NewarkNet
0020507968,300152,T3 VoiceNet LLC
0020510475,380138,VEOpoint
0020530002,390125,"Triton Networks, LLC"
0020532925,480073,PhoneAmerica Corporation
0020535944,300144,"Siuslaw Broadband, LLC"
0020550232,260042,Roller Network LLC
0020553293,250070,Servpac Inc.
0020558912,320098,"Universal Telcom, LLC"
0020568457,310052,"Network Professionals, Inc."
0020585402,300160,"Texhoma Wireless, LLC"
0020591780,230025,"Konceptio Data Services, LLC"
0020594073,340063,Rhode Island Telephone Inc.
0020605499,360059,"Office Management Systems, Inc."
0020608899,240117,"Convergence Technologies, Inc."
0020610432,230036,"Rebus Communications, LLC"
0020611620,160127,LICT Corporation
0020622171,230056,"Xclutel, LLC"
0020628582,300100,"G3 Telecom USA, Inc."
0020655486,280005,Aureon Network Services Inc.
0020656047,330075,"Tech Squared, Inc."
0020665444,370124,"Forerunner Technologies, Inc."
0020666798,131041,"Pineland Telephone Cooperative, Inc."
0020670584,410015,Broad Sky Networks LLC
0020676490,470078,The Greater Eastern Oregon Network
0020679544,420083,Newbreak Management LLC
0020680948,260010,Concept Communication Corp.
0020707907,131169,Cypress Break
0020725776,460580,ODN Inc.
0020735759,250065,"RFCnet, Inc."
0020738241,300007,"Advanced Technology Distributors, Inc."
0020738894,380128,"Telephone Diagnostic Services, Inc."
0020743076,210105,LVWifi.com
0020759106,370126,"Third Generation of Pennsylvania, Inc."
0020759502,260001,"Alternative Techs Cooperative, Inc."
0020764858,250059,"NetDiverse, LLC"
0020773941,320076,"Premier Hosting, Inc."
0020791513,460057,Nisqually Indian Tribe
0020792800,250040,Flexip Solutions Inc.
0020799110,470086,"Voonami, Inc."
0020812715,380132,Peoples State Bank
0020817722,190395,Sangoma Technologies U.S. Inc.
0020820189,131378,Otelco Inc.
0020831053,240009,Bolt Internet Inc.
0020834776,270107,"BluIP, Inc."
0020845350,240118,"Convergia, Inc."
0020846523,240053,"Layer2 Holdings, Inc."
0020854725,280004,"Air Link Rural Broadband, LLC"
0020855656,270020,"Cal.net, Inc."
0020860656,260029,"LRM-COM, Inc."
0020896718,290007,Alamo Broadband Inc.
0020901724,190210,"Jivetel, Inc."
0020910857,270014,Bowling Green Municipal Utilities
0020926788,240056,LTD Broadband LLC
0020930608,250099,Resonance Broadband LLC
0020941852,380101,"Phoneware, Inc."
0020945390,350116,"Whittrio, Inc."
0020971032,340016,"Compu-Phone Voice & Data, Inc."
0020980116,130617,"Home Telephone Company, Inc. (SC)"
0020986626,370093,"PS LIGHTWAVE, Inc."
0020993077,290074,Northern Arapaho Tribal Industries
0021003868,450066,Lightwave Broadband LLC
0021022215,350068,"MR Systems Wireless, LLC"
0021025002,360025,EagleZip.com LLC
0021025770,270077,SonicNet Inc.
0021027974,340045,MJM Telecom Corp.
0021035183,450013,"Ancero, LLC"
0021037429,490046,"Salem Internet, Inc."
0021038419,360098,"WWT, Inc. Worldwide Telecommunciations"
0021057724,510084,VoIP Systems USA LLC
0021091491,240041,Google LLC
0021098942,290060,Ladera Communications Inc.
0021099999,300149,Southwest Minnesota Broadband Services
0021105283,240041,Google LLC
0021113881,310072,The Harbor City Corp.
0021129457,310088,Zulu Internet Inc.
0021130364,410025,Cosner-Neipp Corporation
0021134119,320007,Aptitude Internet LLC
0021161823,380098,Valley Center Wireless
0021162268,390001,A&A Communications LLC
0021173687,290076,NWN Corporation
0021188503,270034,"E-N Computers, Inc."
0021193057,270105,"Astro Companies, LLC"
0021234265,370135,"VPNet, Inc."
0021244603,310032,"Creative Business Solutions, LLC"
0021244868,131129,"CommunityTel, Inc."
0021261193,130315,TOTE Holdings LLC
0021261920,260005,"Celito Communications, Inc."
0021286844,350080,Ranch WiFi LLC
0021290424,270076,"Sonic Spectrum, Inc."
0021297494,150245,"CresComm WiFi, LLC"
0021300181,340091,Aroostook Technologies Inc.
0021311154,460501,4Voice LLC
0021320155,330055,"Northeast Rural Services, Inc."
0021330477,420111,"SafeCall, Inc."
0021330824,280040,"Ooma, Inc."
0021334552,420078,"MAX Communications, Inc."
0021350251,350055,Invisalink Wireless Enterprises LLC
0021352968,270002,1 Point Communications
0021383567,310007,"Applied Messaging, Inc."
0021388996,490033,Mountain Broadband
0021389366,460071,Ridge Wireless Inc.
0021411152,360106,LakeNet LLC
0021415435,320063,"Net Tel One Communications, Inc."
0021415500,380056,Hytec Telephone Installation Inc.
0021417548,300151,"Troy Ventures, LLC"
0021418579,430018,Canebrake Connections LLC
0021431440,380158,"Ayera Technologies, Inc."
0021444328,370019,"Bits of Technology Wireless Internet, LLC"
0021445440,130242,"TruVista Communications, Inc."
0021451935,390065,"Lightwave Communications, LLC"
0021454806,131378,Otelco Inc.
0021480322,380033,"Comtel Managed Solutions, LLC"
0021495510,260034,NTS Solutions Inc.
0021500574,280023,First Contact Communications LLC
0021517909,260024,"Jabo Communications, LLC"
0021519418,260045,Single Path LLC
0021519962,130235,Charter Communications
0021520390,290045,"Enhanced Telecommunications & Data, Inc."
0021520952,260016,Digi Comm Enterprises LLC
0021524715,260022,"HotBed Technologies, Inc."
0021535786,131394,Evertek Enterprises
0021551585,290053,Innovative Financial Technologies LLC
0021553631,270100,"Whistle Phone, LLC"
0021554936,250066,"Ridgetop Networks, LLC"
0021575345,270013,Avaya Cloud Inc.
0021624986,300109,"Telego, Inc."
0021633987,430062,Northern Broadband
0021634167,280055,"SouthPoint Communications, LLC"
0021641154,320069,NthoNet Inc.
0021644448,270074,"Skywave Wireless, Inc."
0021649520,340044,"MicroTech Systems, Inc."
0021672852,160127,LICT Corporation
0021678107,370086,"PhoenixSoft, Inc."
0021701891,290010,AMG Technology Investment Group LLC
0021710371,320080,"SBT Internet, Inc."
0021713961,480100,"Vitel Global Communications, LLC"
0021722350,370060,iPATH Cloud Solutions Inc.
0021724836,280048,"Renternet, LLC"
0021729413,270093,"Trinicom Communications, LLC"
0021753777,340011,"California Telecom, Inc."
0021757109,500086,"Community Wireless of Charlestown, LLC"
0021759121,260036,"Princeton Hosted Solutions, LLC"
0021759212,280020,"Eastern Shore Communications, LLC"
0021762067,360064,OptimERA Inc.
0021771951,270031,"DYL, LLC"
0021790191,340064,"Ring Street, LLC"
0021796297,300138,"SS Ventures, Inc."
0021799390,480101,Vodex Communications Corporation
0021814868,350128,Kingsburg Media Foundation
0021830120,250102,Rural Farm Networks LLC
0021833827,370144,"Xact Associates, LLC"
0021837091,460076,Speedwavz LLC
0021843503,370013,Babcock Enterprises LLC
0021854278,280017,"Co-Mo Electric Cooperative, Inc."
0021857891,420151,WavSpeed Inc.
0021875026,290012,"Autus Technology, LLC"
0021878210,490057,Twin City Voip Inc.
0021882212,290006,"AirFiber, Inc."
0021883640,380175,SkyRider Communications LLC
0021884515,300161,UComTel Inc.
0021901061,500055,"Warwick Communications, Inc."
0021908868,300107,"Night Owl Wireless, LLC"
0021910971,410072,"No More PBX, LLC"
0021929807,360076,Stealth Communications
0021941208,270088,"Telepath, Inc."
0021942776,320006,AltaWorx LLC
0021946124,270017,Cisco
0021977418,400138,Western Iowa Wireless
0021999305,420091,Osnet Wireless Corp.
0022012884,270065,Noize Communications LLC
0022028161,260051,Spry Wireless Communications Inc.
0022049159,410005,"Alternative Choice Wireless, LLC"
0022069694,270070,"PureEdge Technologies, LLC"
0022069793,240041,Google LLC
0022074074,400018,Great Lakes High Speed LLC
0022102420,420161,"Xaccel Networks, LLC"
0022113310,260068,"SnowCloud Services, LLC"
0022129910,300163,"UniVoIP, Inc."
0022137707,350090,"Single Digits, Inc."
0022139232,380152,"Ytel, Inc."
0022150361,130795,Court Square Capital Partners
0022182703,290033,"CTS Technology Solutions, Inc."
0022205454,440077,Senawave LLC
0022221022,390126,"True IP Solutions, LLC"
0022231807,460576,"NocTel Communications, Inc."
0022238547,460027,"Eastern Telephone & Technologies, Inc."
0022238604,320107,"Wiretap Telecom, LLC"
0022248819,400120,"Techmode, LLC"
0022257810,400107,"Pure IP US, LLC"
0022261515,270026,"CloudWyze, Inc."
0022264311,130667,Ironton Telephone Company
0022265102,300180,"rNetworks, LLC"
0022280762,230043,Southeast Colorado Power Association
0022283626,410108,"UniVision, Inc."
0022303291,340032,"HUB Electronics, Inc."
0022318265,330047,"Marco Technologies, LLC"
0022322093,490050,Smart IP Solutions LTD
0022326078,131037,"Pierce Telecommunications, Inc."
0022329726,410141,Minnesota WiFi
0022348106,131302,"Telapex, Inc."
0022355762,410192,Inland Cellular Telephone Company
0022363006,440073,"Revtel Communications, LLC"
0022365241,440045,"JCR & Associates, Inc."
0022369417,400082,"FluentStream Technologies, LLC"
0022372619,280021,"Encore Technology Group, LLC"
0022375406,300032,"ComTec Cloud Services, LLC"
0022381461,330041,"Menlo, Inc."
0022398341,270062,"Medicine Wheel Website Design, Inc."
0022398622,320071,"Olafe, LLC"
0022404685,400022,"Horton's TV & Electronics, Inc."
0022412084,430184,"Affiliated Technology Solutions, LLC"
0022415970,320122,"Accent Communication Services, Inc."
0022427892,240041,Google LLC
0022431217,280033,"Keystone Broadband, LLC"
0022431860,140084,SPITwSPOTS Inc.
0022432934,380009,"All Tel Networks, LLC"
0022434518,290084,Rival5 Technologies Corporation
0022439079,460564,Level365 Holdings LLC
0022448120,470010,Big Water Technologies Corporation
0022456487,430116,"CSI of St. Louis, Inc."
0022472799,430148,"One Source Communications, Inc."
0022474779,190075,Catalina Broadband Solutions LLC
0022475552,270016,Bethesda Wireless LLC
0022483820,310068,"Dialpad, Inc."
0022491120,310017,Cascades Digital Forensics LLC
0022492839,320075,"Prairie Hills Wireless, LLC"
0022516330,131310,"Telephone & Data Systems, incl. UScellular"
0022524326,370105,smplsolutions
0022524433,330058,Phone Guys LLC
0022526008,340026,FiberSpark Inc.
0022537807,160141,Plumas-Sierra Rural Electric Cooperative
0022546543,320015,"Barden Technology, LLC"
0022546634,390081,NYsolutions.com LLC
0022561427,280012,"BSI, The Answer Group Inc."
0022570352,490036,"Paskey Enterprises, Inc."
0022583801,310079,Verso Networks Inc.
0022597348,300035,"Complete Interactive Technologies, Inc."
0022601603,330010,Byte Networking LLC
0022630651,370012,Azure Standard
0022632434,420164,Zeus Communications South LLC
0022634935,280046,"Professional Satellite Services, Inc."
0022637292,390029,"ComTech-Cloud, LLC"
0022651095,320013,"B&B Communications, Ltd."
0022655237,280035,Mile High Networks
0022680862,460075,South Hadley Electric Light Department
0022699458,450006,"9171-5573 Quebec, Inc."
0022716385,310041,Habersham Electric Membership Corporation
0022722623,280040,"Ooma, Inc."
0022745913,510037,"PHD Communications, LLC"
0022748644,450021,"C3 Teknologies, LLC"
0022761373,310024,"Clearnetworx, LLC"
0022767727,300148,SmartEdgeNet
0022767982,400073,"ComDirect, Inc."
0022782114,420170,PowerNet Wireless
0022791024,130839,"Milford Communications, LLC"
0022805170,420060,"Integrity Voice, LLC"
0022805444,300173,WISPRENN
0022810253,370154,Aerux LLP
0022813588,430177,"ZettaLync, LLC"
0022823819,390066,"Lingo Management, LLC"
0022824619,350071,North Central Kansas Community Network
0022828768,350084,"SageNet of Tulsa, LLC"
0022837033,320058,"Kloud 7, LLC"
0022868194,440065,"Nova Communications, Inc."
0022872121,300093,Mosier WiNet LLC
0022883292,400064,"BizTechPro, Inc."
0022904270,360113,"Smiling J, LLC"
0022904338,320035,"DVS Technologies, LLC"
0022904999,280052,"San Juan Cable, Inc."
0022906598,440105,"Versa Technologies, Inc."
0022909170,310080,"Vision CTS, LLC"
0022912273,390002,Acadiana Broadband
0022930671,280057,"Tekify, LLC"
0022932255,190233,"Hilliary Communications, LLC"
0022939466,490037,Pathfinders IT LLC
0022942296,450136,"WiFi Services Caribbean, Inc."
0022944706,370059,"Invision Technologies, LLC"
0022953814,131060,"TPC ACC Acquisition, LLC"
0022976716,300103,"NetFortris Acquisition Co., Inc."
0022977326,370084,Pacific Office Automation Inc.
0022989255,170006,ATG Group Inc.
0023000698,390083,"Orisini IT, LLC"
0023001449,400052,"Unitel, Inc."
0023005515,190233,"Hilliary Communications, LLC"
0023013378,440107,Vodafone US Inc.
0023019771,310061,"Salish Networks, Inc."
0023021868,290069,"NEC Cloud Communications America, Inc."
0023022502,320043,"Gabbit, LLC"
0023027618,290121,Wificow Wyoming Corporation
0023030265,300019,"Bluespan Wireless, LLC"
0023055452,300028,Captive Communications
0023062201,440127,"City of Waupaca, WI"
0023069875,370006,Accoona Global LLC
0023076508,300091,Midwest Energy Cooperative
0023076789,290128,"Kern Valley Wireless, Inc."
0023081078,350200,Wifi Squared LLC
0023090988,360133,Magic Apple Technology LLC
0023093818,290052,In The Stix Broadband LLC
0023107519,130097,Barry County Services Company
0023110679,470129,Spokane Tribe of Indians
0023133556,330028,"Comstar Technologies, LLC"
0023133614,450024,"Capizmo, LLC"
0023139694,390068,Logonix Corporation
0023152051,320029,"Corcom Communications, Inc."
0023152853,440072,"Repeat Business Systems, Inc."
0023178569,290124,Morse Communications Inc.
0023184799,360078,Stream It Networks LLC
0023185093,300024,"Brolly Communications, Inc."
0023187610,470040,"IPitomy Communications, LLC"
0023191141,350130,"Charleston Telecom Solutions, LLC"
0023195795,320060,"Maxxtel Communications, LLC"
0023204142,130721,"Laurel Highland Total Communications, Inc."
0023207236,460680,Red River Technology LLC
0023219439,420064,IT Auditors PR Corp.
0023221260,330039,IT Management Corporation
0023233992,410061,"LimeBox Networks, LLC"
0023235385,390003,Access Technologies
0023241250,290097,"Splash Wireless Internet, LLC"
0023245194,410094,"StarTechTel.com, Inc."
0023250467,330065,"Sage Communications, Inc."
0023253941,290015,"Bear River Communications, LLC"
0023258361,290119,Jamestown Networks
0023258718,450164,The Tech Consultants
0023263924,340057,"PanTerra Networks, Inc."
0023270762,460093,Whitewater Wideband LLC
0023272107,320091,"Coba Systems, LLC"
0023272438,410170,LightSpeed Technologies LLC
0023275589,330068,"Simple Communications, Inc."
0023276629,450075,Lumbee River Electric Membership Corporation
0023281736,410007,Arbeit Software LLC
0023291313,400106,"Pinnacle Networx, LLC"
0023299233,290008,AlignTec Inc.
0023301781,470115,Waddell Solutions Group LLC
0023303878,450076,Mango Voice LLC
0023316748,420165,"Zoom Telcom, LLC"
0023316797,131214,South Arkansas Telephone Co.
0023318249,340074,Tele Cloud LLC
0023329659,320059,"Last Mile Wireless, LLC"
0023333917,130314,Columbus Telephone Company
0023352289,310063,Signal West LLC
0023352552,470134,"ComResource, Inc."
0023355068,320021,"Chicago Business VoIP, LLC"
0023357593,490021,"Gertge Technology, LLC"
0023363302,420082,Network Services & Support Inc.
0023363690,310085,Istari Holdings LLC
0023365497,460504,Smart Networks LLC
0023369952,290111,"Viasat, Inc."
0023381999,400020,HDER Link Ltd.
0023383490,400088,"Konica Minolta Business Solutions U.S.A., Inc."
0023398134,240041,Google LLC
0023401425,290106,The Junction Internet LLC
0023407224,310025,"Cloud Computing Concepts, LLC"
0023418833,410182,XAirnet Corp.
0023418973,410182,XAirnet Corp.
0023422199,130586,Hancock Rural Telephone Corporation
0023434608,340039,TeligentIP
0023435936,410010,"B2 Solutions, Inc."
0023437775,340009,"AWC, LLC"
0023449127,320022,"Cityless Internet Services, LLC"
0023449671,350077,"QxC Communications, Inc."
0023454002,440171,Sky Fi Inc.
0023458193,360036,"Greenberry Networks, LLC"
0023462062,300000,VanillaSoft
0023462179,300000,VanillaSoft
0023468705,300075,JuJu Bell LLC
0023478779,310059,"Redburn Infrastructure, LLC"
0023480676,290088,San Diego Broadband
0023500788,320023,"Cloud 9 Voip, LLC"
0023502800,240112,"Ricoh Americas Holdings, Inc."
0023509540,430102,Active Solutions Group
0023521073,320051,"HPAZ.net, LLC"
0023524705,300170,"Virginia Everywhere, LLC"
0023539406,410047,"Indiana Electronics & Communications, Inc."
0023563232,460510,"Avatel Technologies, Inc."
0023587496,350049,"Hosted Connection, Inc."
0023592256,300055,"Estech Systems, Inc."
0023598055,340072,"CloudCall, Inc."
0023600232,300154,"TeleVoIPs, LLC"
0023608987,300111,"Northern Network Concepts, Inc."
0023610769,320102,VIP Voice Services LLC
0023616477,310075,"upNetworx, Inc."
0023627375,380126,Tampnet Inc.
0023638414,320045,Giggle Fiber LLC
0023645005,340002,Airhawk Wireless
0023647076,410123,"Future Technologies Group, LLC"
0023650807,360134,Fybercom LLC
0023654619,480059,"Mayer Networks, Inc."
0023661796,340018,CTS/Unitel Inc.
0023666274,480112,"Tomales Bay LAN, LLC"
0023676141,400077,Desert Telecom Inc.
0023678659,430120,Enterprise Systems Corporation
0023688948,440059,MVP Holdings LTD.
0023707953,310015,California Internet
0023716145,310006,Ampersand Technologies LLC
0023720543,380103,qcVoice Inc.
0023726417,420119,"Strategic Support Systems, Inc."
0023737869,320110,"Zultys, Inc."
0023747884,430154,"Rockynet.com, Inc."
0023758238,310023,"Clarity Telecom, LLC"
0023769516,310090,"Block Line Systems, LLC"
0023770696,350114,"Voxtell, LLC"
0023772445,460574,"NfinityLink Communications, Inc."
0023774565,480113,"Muir Beach LAN, LLC"
0023780380,130201,Carnegie Telephone Company
0023799844,310062,Sebewaing Light and Water
0023807613,460636,"VTech Support, Inc."
0023826217,320109,"Zen Communications, LLC"
0023829542,470009,Bartnet IP LLC
0023838659,400097,"Mongotel, Inc."
0023853898,310051,"Merryville Investment, LTD Inc."
0023862246,420065,"IT Mindshare, LLC"
0023870223,390026,"CoEo Solutions, LLC"
0023872930,440201,Orange Fiber LLC
0023879950,350064,Mid MO Micro Computers
0023883499,130771,"Madison Telephone, LLC"
0023885049,300194,Interlakes Wireless LLC
0023888688,320012,Caryco Tech
0023890403,410021,"Colonial Telecommunications, Inc."
0023890452,320054,"Integrity Networks, LLC"
0023891005,410036,"Etech Network Solutions, Inc."
0023892870,350139,"KNR Wireless, LLC."
0023894066,400084,"Freshphone, Inc."
0023894595,370155,Midstate Broadband
0023896962,300164,"Unified Communications, Inc."
0023905268,440039,"Hoyos Consulting, LLC"
0023919574,130616,"Home Enterprises, Inc."
0023920200,131158,"Sandhill Telephone Cooperative, Inc."
0023928047,430105,"AplusVoIP, LLC"
0023931041,300010,"Anvil Communications, Inc."
0023933112,320116,"Hawaii Dialogix Telecom, LLC"
0023958416,300187,RC Wireless Inc.
0023961279,330011,"Cady Business Technologies, Inc."
0023962756,300117,"Peak WiFi, LLC"
0023973480,290093,"Declaration Networks Group, Inc."
0023979206,330072,"Smoky Valley Internet, Inc."
0023985237,290061,Lake Region Technology & Communications LLC
0023989528,350112,"Vinix, LLC"
0024000473,370071,"Native Network, Inc."
0024004996,330016,"ContinuousTouch, LLC"
0024009813,310092,"Town of Concord, Massachusetts"
0024022071,380106,"Republic Information Systems, Inc."
0024022451,190256,Foremost Telecommunications Corporation
0024022469,430159,"Sooner Technology, LLC"
0024024101,330013,City of Ocala
0024025736,130584,Hamilton County Telephone Co-Op
0024026304,410157,"NETworx Broadband, Inc."
0024027534,460002,AirLink Internet Services
0024031932,410189,Red River Cellular Telephone Corporation
0024035909,330083,Whitestone Community Association
0024046914,360090,Town of Warwick
0024049215,310066,"Surf Air Wireless, LLC"
0024051757,320070,"Nutelity, LLC"
0024062309,140048,"JAB Wireless, Inc."
0024064487,450097,"Particle Communications Wholesale, Inc."
0024065591,430222,"Wireless Partners Holdings, LLC"
0024066110,400036,Pear Networks LLC
0024066813,380021,"Broadband Voice, LLC"
0024077000,131076,"Public Service Communications, Inc."
0024077885,380018,"Bitboyz, LLC"
0024084238,330006,"ANTS-Technology, Inc."
0024084626,330060,"Quality Communications 2, LLC"
0024084816,440192,IP Consulting Inc.
0024100042,410045,Heritage Communications LLC
0024100521,390043,"Gator Networking Services, Inc."
0024109449,130137,"Block Communications, Inc."
0024113037,130986,Oregon Telephone Corporation
0024113052,130986,Oregon Telephone Corporation
0024113060,130986,Oregon Telephone Corporation
0024113623,130986,Oregon Telephone Corporation
0024117624,410034,Elevations Ethernet LLC
0024123366,350120,Xtreme Enterprises LLC
0024124547,131126,Rock Port Telephone Company
0024125809,370094,QoS Communications LLC
